checkinId,studentId,date,moodScore,moodLabel,notes,isAnonymous,schoolId
CHK-000162,STU-2026-0002,2026-01-06,3,okay,,True,SCH-001
CHK-000163,STU-2026-0002,2026-01-07,4,good,,False,SCH-001
CHK-000164,STU-2026-0002,2026-01-08,4,good,,False,SCH-001
CHK-000165,STU-2026-0002,2026-01-09,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-000166,STU-2026-0002,2026-01-12,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-000167,STU-2026-0002,2026-01-13,4,good,,True,SCH-001
CHK-000168,STU-2026-0002,2026-01-14,4,good,,False,SCH-001
CHK-000169,STU-2026-0002,2026-01-15,4,good,,False,SCH-001
CHK-000170,STU-2026-0002,2026-01-16,4,good,,False,SCH-001
CHK-000171,STU-2026-0002,2026-01-19,5,great,,False,SCH-001
CHK-000172,STU-2026-0002,2026-01-20,3,okay,,False,SCH-001
CHK-000173,STU-2026-0002,2026-01-21,4,good,,False,SCH-001
CHK-000174,STU-2026-0002,2026-01-22,4,good,,False,SCH-001
CHK-000175,STU-2026-0002,2026-01-23,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-000176,STU-2026-0002,2026-01-26,4,good,,False,SCH-001
CHK-000177,STU-2026-0002,2026-01-27,5,great,,False,SCH-001
CHK-000178,STU-2026-0002,2026-01-28,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-000179,STU-2026-0002,2026-01-29,4,good,,False,SCH-001
CHK-000180,STU-2026-0002,2026-01-30,4,good,,False,SCH-001
CHK-000181,STU-2026-0002,2026-02-02,4,good,,False,SCH-001
CHK-000182,STU-2026-0002,2026-02-03,4,good,,False,SCH-001
CHK-000183,STU-2026-0002,2026-02-04,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-000184,STU-2026-0002,2026-02-05,4,good,,False,SCH-001
CHK-000185,STU-2026-0002,2026-02-06,4,good,,False,SCH-001
CHK-000186,STU-2026-0002,2026-02-09,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-000187,STU-2026-0002,2026-02-10,4,good,,False,SCH-001
CHK-000188,STU-2026-0002,2026-02-11,3,okay,,False,SCH-001
CHK-000189,STU-2026-0002,2026-02-12,4,good,,False,SCH-001
CHK-000190,STU-2026-0002,2026-02-13,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000191,STU-2026-0002,2026-02-16,4,good,,False,SCH-001
CHK-000192,STU-2026-0002,2026-02-17,4,good,,False,SCH-001
CHK-000193,STU-2026-0002,2026-02-18,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-000194,STU-2026-0002,2026-02-19,4,good,,False,SCH-001
CHK-000195,STU-2026-0002,2026-02-20,4,good,Scored well on the math quiz! Hard work is finally paying off.,True,SCH-001
CHK-000196,STU-2026-0002,2026-02-23,4,good,,False,SCH-001
CHK-000197,STU-2026-0002,2026-02-24,4,good,,False,SCH-001
CHK-000198,STU-2026-0002,2026-02-25,4,good,,True,SCH-001
CHK-000199,STU-2026-0002,2026-02-26,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-000200,STU-2026-0002,2026-02-27,4,good,,False,SCH-001
CHK-000201,STU-2026-0002,2026-03-02,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-000202,STU-2026-0002,2026-03-03,4,good,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-000203,STU-2026-0002,2026-03-04,4,good,,False,SCH-001
CHK-000204,STU-2026-0002,2026-03-05,4,good,,True,SCH-001
CHK-000205,STU-2026-0002,2026-03-06,4,good,,False,SCH-001
CHK-000206,STU-2026-0002,2026-03-09,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000207,STU-2026-0002,2026-03-10,4,good,,False,SCH-001
CHK-000208,STU-2026-0002,2026-03-11,3,okay,,False,SCH-001
CHK-000209,STU-2026-0002,2026-03-12,4,good,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-000210,STU-2026-0002,2026-03-13,5,great,,False,SCH-001
CHK-000211,STU-2026-0002,2026-03-16,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-000212,STU-2026-0002,2026-03-17,5,great,,False,SCH-001
CHK-000213,STU-2026-0002,2026-03-18,4,good,,False,SCH-001
CHK-000214,STU-2026-0002,2026-03-19,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",True,SCH-001
CHK-000215,STU-2026-0002,2026-03-20,4,good,Classes went as scheduled. Need to finish history assignment tonight.,False,SCH-001
CHK-000216,STU-2026-0002,2026-03-23,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-000217,STU-2026-0002,2026-03-24,3,okay,,False,SCH-001
CHK-000218,STU-2026-0002,2026-03-25,4,good,,False,SCH-001
CHK-000219,STU-2026-0002,2026-03-26,5,great,,False,SCH-001
CHK-000220,STU-2026-0002,2026-03-27,5,great,,False,SCH-001
CHK-000221,STU-2026-0002,2026-03-30,5,great,,False,SCH-001
CHK-000222,STU-2026-0002,2026-03-31,4,good,,False,SCH-001
CHK-000223,STU-2026-0002,2026-04-01,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000224,STU-2026-0002,2026-04-02,4,good,,False,SCH-001
CHK-000225,STU-2026-0002,2026-04-03,4,good,,False,SCH-001
CHK-000226,STU-2026-0002,2026-04-06,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000227,STU-2026-0002,2026-04-07,5,great,,False,SCH-001
CHK-000228,STU-2026-0002,2026-04-08,4,good,,False,SCH-001
CHK-000229,STU-2026-0002,2026-04-09,4,good,,False,SCH-001
CHK-000230,STU-2026-0002,2026-04-10,4,good,,False,SCH-001
CHK-000231,STU-2026-0002,2026-04-13,4,good,,True,SCH-001
CHK-000232,STU-2026-0002,2026-04-14,5,great,,False,SCH-001
CHK-000233,STU-2026-0002,2026-04-15,4,good,,False,SCH-001
CHK-000234,STU-2026-0002,2026-04-16,5,great,,False,SCH-001
CHK-000235,STU-2026-0002,2026-04-17,4,good,,False,SCH-001
CHK-000236,STU-2026-0002,2026-04-20,4,good,,False,SCH-001
CHK-000237,STU-2026-0002,2026-04-21,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000238,STU-2026-0002,2026-04-22,4,good,,False,SCH-001
CHK-000239,STU-2026-0002,2026-04-23,3,okay,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-000240,STU-2026-0002,2026-04-24,4,good,,False,SCH-001
CHK-000241,STU-2026-0003,2025-11-10,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-000242,STU-2026-0003,2025-11-11,4,good,,False,SCH-001
CHK-000243,STU-2026-0003,2025-11-12,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-000244,STU-2026-0003,2025-11-13,5,great,,False,SCH-001
CHK-000245,STU-2026-0003,2025-11-14,5,great,,False,SCH-001
CHK-000246,STU-2026-0003,2025-11-17,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-000247,STU-2026-0003,2025-11-18,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-000248,STU-2026-0003,2025-11-19,4,good,,False,SCH-001
CHK-000249,STU-2026-0003,2025-11-20,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-000250,STU-2026-0003,2025-11-21,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000251,STU-2026-0003,2025-11-24,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-000252,STU-2026-0003,2025-11-25,4,good,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-000253,STU-2026-0003,2025-11-26,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-000254,STU-2026-0003,2025-11-27,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-000255,STU-2026-0003,2025-11-28,4,good,,False,SCH-001
CHK-000256,STU-2026-0003,2025-12-01,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",True,SCH-001
CHK-000257,STU-2026-0003,2025-12-02,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",True,SCH-001
CHK-000258,STU-2026-0003,2025-12-03,4,good,,False,SCH-001
CHK-000259,STU-2026-0003,2025-12-04,4,good,,False,SCH-001
CHK-000260,STU-2026-0003,2025-12-05,5,great,,False,SCH-001
CHK-000261,STU-2026-0003,2025-12-08,4,good,,False,SCH-001
CHK-000262,STU-2026-0003,2025-12-09,5,great,,False,SCH-001
CHK-000263,STU-2026-0003,2025-12-10,4,good,,True,SCH-001
CHK-000264,STU-2026-0003,2025-12-11,4,good,,False,SCH-001
CHK-000265,STU-2026-0003,2025-12-12,4,good,,True,SCH-001
CHK-000266,STU-2026-0003,2025-12-15,5,great,,False,SCH-001
CHK-000267,STU-2026-0003,2025-12-16,4,good,"Ordinary day, attended all lectures and submitted the physics lab sheet.",False,SCH-001
CHK-000268,STU-2026-0003,2025-12-17,5,great,,True,SCH-001
CHK-000269,STU-2026-0003,2025-12-18,5,great,,False,SCH-001
CHK-000270,STU-2026-0003,2025-12-19,4,good,,False,SCH-001
CHK-000271,STU-2026-0003,2025-12-22,4,good,,False,SCH-001
CHK-000272,STU-2026-0003,2025-12-23,5,great,,False,SCH-001
CHK-000273,STU-2026-0003,2025-12-24,5,great,,False,SCH-001
CHK-000274,STU-2026-0003,2025-12-25,5,great,,False,SCH-001
CHK-000275,STU-2026-0003,2025-12-26,4,good,,False,SCH-001
CHK-000276,STU-2026-0003,2025-12-29,5,great,,False,SCH-001
CHK-000277,STU-2026-0003,2025-12-30,5,great,,False,SCH-001
CHK-000278,STU-2026-0003,2025-12-31,4,good,,False,SCH-001
CHK-000279,STU-2026-0003,2026-01-01,4,good,,False,SCH-001
CHK-000280,STU-2026-0003,2026-01-02,4,good,,False,SCH-001
CHK-000281,STU-2026-0003,2026-01-05,4,good,,True,SCH-001
CHK-000282,STU-2026-0003,2026-01-06,5,great,,False,SCH-001
CHK-000283,STU-2026-0003,2026-01-07,5,great,,False,SCH-001
CHK-000284,STU-2026-0003,2026-01-08,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000285,STU-2026-0003,2026-01-09,4,good,,False,SCH-001
CHK-000286,STU-2026-0003,2026-01-12,4,good,,False,SCH-001
CHK-000287,STU-2026-0003,2026-01-13,4,good,,False,SCH-001
CHK-000288,STU-2026-0003,2026-01-14,4,good,,False,SCH-001
CHK-000289,STU-2026-0003,2026-01-15,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-000290,STU-2026-0003,2026-01-16,4,good,,False,SCH-001
CHK-000291,STU-2026-0003,2026-01-19,4,good,,False,SCH-001
CHK-000292,STU-2026-0003,2026-01-20,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-000293,STU-2026-0003,2026-01-21,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-000294,STU-2026-0003,2026-01-22,4,good,,False,SCH-001
CHK-000295,STU-2026-0003,2026-01-23,4,good,,False,SCH-001
CHK-000296,STU-2026-0003,2026-01-26,5,great,,False,SCH-001
CHK-000297,STU-2026-0003,2026-01-27,5,great,,False,SCH-001
CHK-000298,STU-2026-0003,2026-01-28,5,great,,False,SCH-001
CHK-000299,STU-2026-0003,2026-01-29,4,good,,False,SCH-001
CHK-000300,STU-2026-0003,2026-01-30,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-000301,STU-2026-0003,2026-02-02,4,good,,False,SCH-001
CHK-000302,STU-2026-0003,2026-02-03,4,good,,False,SCH-001
CHK-000303,STU-2026-0003,2026-02-04,3,okay,,False,SCH-001
CHK-000304,STU-2026-0003,2026-02-05,5,great,"Had a great discussion in history class, feeling confident and motivated today.",True,SCH-001
CHK-000305,STU-2026-0003,2026-02-06,4,good,,False,SCH-001
CHK-000306,STU-2026-0003,2026-02-09,5,great,,True,SCH-001
CHK-000307,STU-2026-0003,2026-02-10,4,good,,False,SCH-001
CHK-000308,STU-2026-0003,2026-02-11,5,great,,False,SCH-001
CHK-000309,STU-2026-0003,2026-02-12,4,good,,False,SCH-001
CHK-000310,STU-2026-0003,2026-02-13,4,good,,False,SCH-001
CHK-000311,STU-2026-0003,2026-02-16,4,good,,False,SCH-001
CHK-000312,STU-2026-0003,2026-02-17,4,good,,False,SCH-001
CHK-000313,STU-2026-0003,2026-02-18,4,good,,False,SCH-001
CHK-000314,STU-2026-0003,2026-02-19,4,good,,False,SCH-001
CHK-000315,STU-2026-0003,2026-02-20,5,great,,False,SCH-001
CHK-000316,STU-2026-0003,2026-02-23,5,great,,False,SCH-001
CHK-000317,STU-2026-0003,2026-02-24,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-000318,STU-2026-0003,2026-02-25,5,great,,True,SCH-001
CHK-000319,STU-2026-0003,2026-02-26,5,great,,False,SCH-001
CHK-000320,STU-2026-0003,2026-02-27,4,good,,False,SCH-001
CHK-000321,STU-2026-0003,2026-03-02,5,great,,False,SCH-001
CHK-000322,STU-2026-0003,2026-03-03,5,great,,False,SCH-001
CHK-000323,STU-2026-0003,2026-03-04,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-000324,STU-2026-0003,2026-03-05,4,good,,False,SCH-001
CHK-000325,STU-2026-0003,2026-03-06,4,good,,False,SCH-001
CHK-000326,STU-2026-0003,2026-03-09,4,good,,False,SCH-001
CHK-000327,STU-2026-0003,2026-03-10,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
