studentId,examId,subjectId,marksObtained,grade,isPassed,schoolId
STU-2026-0049,EXM-0001,SUB-MATH,19.5,B,True,SCH-001
STU-2026-0050,EXM-0001,SUB-MATH,22.4,A,True,SCH-001
STU-2026-0051,EXM-0001,SUB-MATH,20.2,A,True,SCH-001
STU-2026-0052,EXM-0001,SUB-MATH,18.0,B,True,SCH-001
STU-2026-0053,EXM-0001,SUB-MATH,23.3,A+,True,SCH-001
STU-2026-0054,EXM-0001,SUB-MATH,11.0,F,True,SCH-001
STU-2026-0055,EXM-0001,SUB-MATH,21.5,A,True,SCH-001
STU-2026-0056,EXM-0001,SUB-MATH,21.9,A,True,SCH-001
STU-2026-0057,EXM-0001,SUB-MATH,16.2,C,True,SCH-001
STU-2026-0058,EXM-0001,SUB-MATH,17.8,B,True,SCH-001
STU-2026-0059,EXM-0001,SUB-MATH,19.1,B,True,SCH-001
STU-2026-0060,EXM-0001,SUB-MATH,18.0,B,True,SCH-001
STU-2026-0061,EXM-0001,SUB-MATH,21.1,A,True,SCH-001
STU-2026-0062,EXM-0001,SUB-MATH,16.4,C,True,SCH-001
STU-2026-0063,EXM-0001,SUB-MATH,14.8,D,True,SCH-001
STU-2026-0064,EXM-0001,SUB-MATH,20.3,A,True,SCH-001
STU-2026-0065,EXM-0001,SUB-MATH,16.6,C,True,SCH-001
STU-2026-0066,EXM-0001,SUB-MATH,16.3,C,True,SCH-001
STU-2026-0001,EXM-0002,SUB-PHY,18.0,B,True,SCH-001
STU-2026-0002,EXM-0002,SUB-PHY,23.0,A+,True,SCH-001
STU-2026-0003,EXM-0002,SUB-PHY,20.8,A,True,SCH-001
STU-2026-0004,EXM-0002,SUB-PHY,12.7,D,True,SCH-001
STU-2026-0005,EXM-0002,SUB-PHY,18.8,B,True,SCH-001
STU-2026-0006,EXM-0002,SUB-PHY,19.2,B,True,SCH-001
STU-2026-0007,EXM-0002,SUB-PHY,17.3,C,True,SCH-001
STU-2026-0008,EXM-0002,SUB-PHY,12.9,D,True,SCH-001
STU-2026-0009,EXM-0002,SUB-PHY,14.0,D,True,SCH-001
STU-2026-0010,EXM-0002,SUB-PHY,16.8,C,True,SCH-001
STU-2026-0011,EXM-0002,SUB-PHY,21.1,A,True,SCH-001
STU-2026-0012,EXM-0002,SUB-PHY,20.3,A,True,SCH-001
STU-2026-0013,EXM-0002,SUB-PHY,19.0,B,True,SCH-001
STU-2026-0014,EXM-0002,SUB-PHY,15.5,C,True,SCH-001
STU-2026-0015,EXM-0002,SUB-PHY,18.8,B,True,SCH-001
STU-2026-0016,EXM-0002,SUB-PHY,16.2,C,True,SCH-001
STU-2026-0017,EXM-0002,SUB-PHY,18.5,B,True,SCH-001
STU-2026-0018,EXM-0002,SUB-PHY,24.8,A+,True,SCH-001
STU-2026-0019,EXM-0002,SUB-PHY,15.6,C,True,SCH-001
STU-2026-0020,EXM-0002,SUB-PHY,16.9,C,True,SCH-001
STU-2026-0021,EXM-0002,SUB-PHY,12.9,D,True,SCH-001
STU-2026-0022,EXM-0002,SUB-PHY,17.7,B,True,SCH-001
STU-2026-0023,EXM-0002,SUB-PHY,20.8,A,True,SCH-001
STU-2026-0024,EXM-0002,SUB-PHY,17.3,C,True,SCH-001
STU-2026-0025,EXM-0002,SUB-PHY,19.7,B,True,SCH-001
STU-2026-0026,EXM-0002,SUB-PHY,19.5,B,True,SCH-001
STU-2026-0027,EXM-0002,SUB-PHY,20.0,A,True,SCH-001
STU-2026-0028,EXM-0002,SUB-PHY,18.0,B,True,SCH-001
STU-2026-0029,EXM-0002,SUB-PHY,20.7,A,True,SCH-001
STU-2026-0030,EXM-0002,SUB-PHY,21.4,A,True,SCH-001
STU-2026-0031,EXM-0002,SUB-PHY,19.3,B,True,SCH-001
STU-2026-0032,EXM-0002,SUB-PHY,17.5,B,True,SCH-001
STU-2026-0033,EXM-0002,SUB-PHY,24.8,A+,True,SCH-001
STU-2026-0034,EXM-0002,SUB-PHY,21.4,A,True,SCH-001
STU-2026-0035,EXM-0002,SUB-PHY,21.9,A,True,SCH-001
STU-2026-0036,EXM-0002,SUB-PHY,21.5,A,True,SCH-001
STU-2026-0037,EXM-0002,SUB-PHY,18.0,B,True,SCH-001
STU-2026-0038,EXM-0002,SUB-PHY,19.9,B,True,SCH-001
STU-2026-0039,EXM-0002,SUB-PHY,16.5,C,True,SCH-001
STU-2026-0040,EXM-0002,SUB-PHY,16.7,C,True,SCH-001
STU-2026-0041,EXM-0002,SUB-PHY,21.2,A,True,SCH-001
STU-2026-0042,EXM-0002,SUB-PHY,17.5,B,True,SCH-001
STU-2026-0043,EXM-0002,SUB-PHY,16.7,C,True,SCH-001
STU-2026-0044,EXM-0002,SUB-PHY,12.0,F,True,SCH-001
STU-2026-0045,EXM-0002,SUB-PHY,16.3,C,True,SCH-001
STU-2026-0046,EXM-0002,SUB-PHY,16.8,C,True,SCH-001
STU-2026-0047,EXM-0002,SUB-PHY,19.3,B,True,SCH-001
STU-2026-0048,EXM-0002,SUB-PHY,21.2,A,True,SCH-001
STU-2026-0049,EXM-0002,SUB-PHY,21.6,A,True,SCH-001
STU-2026-0050,EXM-0002,SUB-PHY,20.6,A,True,SCH-001
STU-2026-0051,EXM-0002,SUB-PHY,14.7,D,True,SCH-001
STU-2026-0052,EXM-0002,SUB-PHY,18.6,B,True,SCH-001
STU-2026-0053,EXM-0002,SUB-PHY,20.8,A,True,SCH-001
STU-2026-0054,EXM-0002,SUB-PHY,12.3,F,True,SCH-001
STU-2026-0055,EXM-0002,SUB-PHY,21.0,A,True,SCH-001
STU-2026-0056,EXM-0002,SUB-PHY,24.0,A+,True,SCH-001
STU-2026-0057,EXM-0002,SUB-PHY,18.1,B,True,SCH-001
STU-2026-0058,EXM-0002,SUB-PHY,18.3,B,True,SCH-001
STU-2026-0059,EXM-0002,SUB-PHY,18.4,B,True,SCH-001
STU-2026-0060,EXM-0002,SUB-PHY,19.2,B,True,SCH-001
STU-2026-0061,EXM-0002,SUB-PHY,17.7,B,True,SCH-001
STU-2026-0062,EXM-0002,SUB-PHY,17.9,B,True,SCH-001
STU-2026-0063,EXM-0002,SUB-PHY,17.8,B,True,SCH-001
STU-2026-0064,EXM-0002,SUB-PHY,21.0,A,True,SCH-001
STU-2026-0065,EXM-0002,SUB-PHY,21.0,A,True,SCH-001
STU-2026-0066,EXM-0002,SUB-PHY,16.4,C,True,SCH-001
STU-2026-0001,EXM-0003,SUB-CHEM,23.4,A+,True,SCH-001
STU-2026-0002,EXM-0003,SUB-CHEM,24.8,A+,True,SCH-001
STU-2026-0003,EXM-0003,SUB-CHEM,23.3,A+,True,SCH-001
STU-2026-0004,EXM-0003,SUB-CHEM,13.3,D,True,SCH-001
STU-2026-0005,EXM-0003,SUB-CHEM,20.2,A,True,SCH-001
STU-2026-0006,EXM-0003,SUB-CHEM,19.5,B,True,SCH-001
STU-2026-0007,EXM-0003,SUB-CHEM,16.0,C,True,SCH-001
STU-2026-0008,EXM-0003,SUB-CHEM,10.7,F,True,SCH-001
STU-2026-0009,EXM-0003,SUB-CHEM,10.6,F,True,SCH-001
STU-2026-0010,EXM-0003,SUB-CHEM,16.7,C,True,SCH-001
STU-2026-0011,EXM-0003,SUB-CHEM,23.7,A+,True,SCH-001
STU-2026-0012,EXM-0003,SUB-CHEM,22.2,A,True,SCH-001
STU-2026-0013,EXM-0003,SUB-CHEM,23.7,A+,True,SCH-001
STU-2026-0014,EXM-0003,SUB-CHEM,16.8,C,True,SCH-001
STU-2026-0015,EXM-0003,SUB-CHEM,19.7,B,True,SCH-001
STU-2026-0016,EXM-0003,SUB-CHEM,15.3,C,True,SCH-001
STU-2026-0017,EXM-0003,SUB-CHEM,19.4,B,True,SCH-001
STU-2026-0018,EXM-0003,SUB-CHEM,17.7,B,True,SCH-001
STU-2026-0019,EXM-0003,SUB-CHEM,16.3,C,True,SCH-001
STU-2026-0020,EXM-0003,SUB-CHEM,15.4,C,True,SCH-001
STU-2026-0021,EXM-0003,SUB-CHEM,16.6,C,True,SCH-001
STU-2026-0022,EXM-0003,SUB-CHEM,19.5,B,True,SCH-001
STU-2026-0023,EXM-0003,SUB-CHEM,19.8,B,True,SCH-001
STU-2026-0024,EXM-0003,SUB-CHEM,18.7,B,True,SCH-001
STU-2026-0025,EXM-0003,SUB-CHEM,21.8,A,True,SCH-001
STU-2026-0026,EXM-0003,SUB-CHEM,20.2,A,True,SCH-001
STU-2026-0027,EXM-0003,SUB-CHEM,18.9,B,True,SCH-001
STU-2026-0028,EXM-0003,SUB-CHEM,13.3,D,True,SCH-001
STU-2026-0029,EXM-0003,SUB-CHEM,20.9,A,True,SCH-001
STU-2026-0030,EXM-0003,SUB-CHEM,19.7,B,True,SCH-001
STU-2026-0031,EXM-0003,SUB-CHEM,20.0,A,True,SCH-001
STU-2026-0032,EXM-0003,SUB-CHEM,16.9,C,True,SCH-001
STU-2026-0033,EXM-0003,SUB-CHEM,20.9,A,True,SCH-001
STU-2026-0034,EXM-0003,SUB-CHEM,21.3,A,True,SCH-001
STU-2026-0035,EXM-0003,SUB-CHEM,20.7,A,True,SCH-001
STU-2026-0036,EXM-0003,SUB-CHEM,23.2,A+,True,SCH-001
STU-2026-0037,EXM-0003,SUB-CHEM,19.3,B,True,SCH-001
STU-2026-0038,EXM-0003,SUB-CHEM,21.5,A,True,SCH-001
STU-2026-0039,EXM-0003,SUB-CHEM,12.2,F,True,SCH-001
STU-2026-0040,EXM-0003,SUB-CHEM,19.0,B,True,SCH-001
STU-2026-0041,EXM-0003,SUB-CHEM,20.6,A,True,SCH-001
STU-2026-0042,EXM-0003,SUB-CHEM,19.8,B,True,SCH-001
STU-2026-0043,EXM-0003,SUB-CHEM,18.0,B,True,SCH-001
STU-2026-0044,EXM-0003,SUB-CHEM,12.5,D,True,SCH-001
STU-2026-0045,EXM-0003,SUB-CHEM,18.0,B,True,SCH-001
STU-2026-0046,EXM-0003,SUB-CHEM,18.9,B,True,SCH-001
STU-2026-0047,EXM-0003,SUB-CHEM,20.9,A,True,SCH-001
STU-2026-0048,EXM-0003,SUB-CHEM,18.8,B,True,SCH-001
STU-2026-0049,EXM-0003,SUB-CHEM,20.9,A,True,SCH-001
STU-2026-0050,EXM-0003,SUB-CHEM,19.9,B,True,SCH-001
STU-2026-0051,EXM-0003,SUB-CHEM,17.8,B,True,SCH-001
STU-2026-0052,EXM-0003,SUB-CHEM,15.1,C,True,SCH-001
STU-2026-0053,EXM-0003,SUB-CHEM,21.6,A,True,SCH-001
STU-2026-0054,EXM-0003,SUB-CHEM,12.7,D,True,SCH-001
STU-2026-0055,EXM-0003,SUB-CHEM,23.2,A+,True,SCH-001
STU-2026-0056,EXM-0003,SUB-CHEM,22.1,A,True,SCH-001
STU-2026-0057,EXM-0003,SUB-CHEM,16.1,C,True,SCH-001
STU-2026-0058,EXM-0003,SUB-CHEM,19.0,B,True,SCH-001
STU-2026-0059,EXM-0003,SUB-CHEM,19.2,B,True,SCH-001
STU-2026-0060,EXM-0003,SUB-CHEM,17.4,C,True,SCH-001
STU-2026-0061,EXM-0003,SUB-CHEM,20.1,A,True,SCH-001
STU-2026-0062,EXM-0003,SUB-CHEM,15.4,C,True,SCH-001
STU-2026-0063,EXM-0003,SUB-CHEM,19.6,B,True,SCH-001
STU-2026-0064,EXM-0003,SUB-CHEM,19.1,B,True,SCH-001
STU-2026-0065,EXM-0003,SUB-CHEM,17.3,C,True,SCH-001
STU-2026-0066,EXM-0003,SUB-CHEM,14.0,D,True,SCH-001
STU-2026-0001,EXM-0004,SUB-ENG,17.2,C,True,SCH-001
STU-2026-0002,EXM-0004,SUB-ENG,20.6,A,True,SCH-001
STU-2026-0003,EXM-0004,SUB-ENG,23.9,A+,True,SCH-001
STU-2026-0004,EXM-0004,SUB-ENG,9.4,F,True,SCH-001
STU-2026-0005,EXM-0004,SUB-ENG,19.2,B,True,SCH-001
STU-2026-0006,EXM-0004,SUB-ENG,18.8,B,True,SCH-001
STU-2026-0007,EXM-0004,SUB-ENG,18.5,B,True,SCH-001
STU-2026-0008,EXM-0004,SUB-ENG,13.1,D,True,SCH-001
STU-2026-0009,EXM-0004,SUB-ENG,11.6,F,True,SCH-001
STU-2026-0010,EXM-0004,SUB-ENG,18.7,B,True,SCH-001
STU-2026-0011,EXM-0004,SUB-ENG,24.8,A+,True,SCH-001
STU-2026-0012,EXM-0004,SUB-ENG,24.2,A+,True,SCH-001
STU-2026-0013,EXM-0004,SUB-ENG,23.5,A+,True,SCH-001
STU-2026-0014,EXM-0004,SUB-ENG,16.6,C,True,SCH-001
STU-2026-0015,EXM-0004,SUB-ENG,22.0,A,True,SCH-001
STU-2026-0016,EXM-0004,SUB-ENG,11.3,F,True,SCH-001
STU-2026-0017,EXM-0004,SUB-ENG,19.3,B,True,SCH-001
STU-2026-0018,EXM-0004,SUB-ENG,21.9,A,True,SCH-001
STU-2026-0019,EXM-0004,SUB-ENG,14.8,D,True,SCH-001
STU-2026-0020,EXM-0004,SUB-ENG,18.1,B,True,SCH-001
STU-2026-0021,EXM-0004,SUB-ENG,17.6,B,True,SCH-001
STU-2026-0022,EXM-0004,SUB-ENG,16.9,C,True,SCH-001
STU-2026-0023,EXM-0004,SUB-ENG,19.6,B,True,SCH-001
STU-2026-0024,EXM-0004,SUB-ENG,17.2,C,True,SCH-001
STU-2026-0025,EXM-0004,SUB-ENG,20.3,A,True,SCH-001
STU-2026-0026,EXM-0004,SUB-ENG,19.6,B,True,SCH-001
STU-2026-0027,EXM-0004,SUB-ENG,19.3,B,True,SCH-001
STU-2026-0028,EXM-0004,SUB-ENG,15.3,C,True,SCH-001
STU-2026-0029,EXM-0004,SUB-ENG,20.7,A,True,SCH-001
STU-2026-0030,EXM-0004,SUB-ENG,17.1,C,True,SCH-001
STU-2026-0031,EXM-0004,SUB-ENG,19.7,B,True,SCH-001
STU-2026-0032,EXM-0004,SUB-ENG,15.0,C,True,SCH-001
STU-2026-0033,EXM-0004,SUB-ENG,24.0,A+,True,SCH-001
STU-2026-0034,EXM-0004,SUB-ENG,21.5,A,True,SCH-001
STU-2026-0035,EXM-0004,SUB-ENG,20.8,A,True,SCH-001
STU-2026-0036,EXM-0004,SUB-ENG,24.4,A+,True,SCH-001
STU-2026-0037,EXM-0004,SUB-ENG,18.5,B,True,SCH-001
STU-2026-0038,EXM-0004,SUB-ENG,21.0,A,True,SCH-001
STU-2026-0039,EXM-0004,SUB-ENG,15.8,C,True,SCH-001
STU-2026-0040,EXM-0004,SUB-ENG,16.4,C,True,SCH-001
STU-2026-0041,EXM-0004,SUB-ENG,20.7,A,True,SCH-001
STU-2026-0042,EXM-0004,SUB-ENG,18.9,B,True,SCH-001
STU-2026-0043,EXM-0004,SUB-ENG,21.3,A,True,SCH-001
STU-2026-0044,EXM-0004,SUB-ENG,9.7,F,True,SCH-001
STU-2026-0045,EXM-0004,SUB-ENG,15.9,C,True,SCH-001
STU-2026-0046,EXM-0004,SUB-ENG,22.9,A+,True,SCH-001
STU-2026-0047,EXM-0004,SUB-ENG,19.7,B,True,SCH-001
STU-2026-0048,EXM-0004,SUB-ENG,20.1,A,True,SCH-001
STU-2026-0049,EXM-0004,SUB-ENG,20.1,A,True,SCH-001
STU-2026-0050,EXM-0004,SUB-ENG,16.1,C,True,SCH-001
STU-2026-0051,EXM-0004,SUB-ENG,19.4,B,True,SCH-001
STU-2026-0052,EXM-0004,SUB-ENG,17.7,B,True,SCH-001
STU-2026-0053,EXM-0004,SUB-ENG,22.4,A,True,SCH-001
STU-2026-0054,EXM-0004,SUB-ENG,8.5,F,False,SCH-001
STU-2026-0055,EXM-0004,SUB-ENG,21.5,A,True,SCH-001
STU-2026-0056,EXM-0004,SUB-ENG,22.7,A+,True,SCH-001
STU-2026-0057,EXM-0004,SUB-ENG,13.6,D,True,SCH-001
STU-2026-0058,EXM-0004,SUB-ENG,17.4,C,True,SCH-001
STU-2026-0059,EXM-0004,SUB-ENG,18.7,B,True,SCH-001
STU-2026-0060,EXM-0004,SUB-ENG,19.3,B,True,SCH-001
STU-2026-0061,EXM-0004,SUB-ENG,20.2,A,True,SCH-001
STU-2026-0062,EXM-0004,SUB-ENG,16.3,C,True,SCH-001
STU-2026-0063,EXM-0004,SUB-ENG,17.2,C,True,SCH-001
STU-2026-0064,EXM-0004,SUB-ENG,16.1,C,True,SCH-001
STU-2026-0065,EXM-0004,SUB-ENG,20.6,A,True,SCH-001
STU-2026-0066,EXM-0004,SUB-ENG,16.0,C,True,SCH-001
STU-2026-0001,EXM-0005,SUB-HIST,19.0,B,True,SCH-001
STU-2026-0002,EXM-0005,SUB-HIST,21.2,A,True,SCH-001
STU-2026-0003,EXM-0005,SUB-HIST,21.3,A,True,SCH-001
STU-2026-0004,EXM-0005,SUB-HIST,13.2,D,True,SCH-001
STU-2026-0005,EXM-0005,SUB-HIST,19.1,B,True,SCH-001
STU-2026-0006,EXM-0005,SUB-HIST,20.0,A,True,SCH-001
STU-2026-0007,EXM-0005,SUB-HIST,14.7,D,True,SCH-001
STU-2026-0008,EXM-0005,SUB-HIST,11.9,F,True,SCH-001
STU-2026-0009,EXM-0005,SUB-HIST,10.2,F,True,SCH-001
STU-2026-0010,EXM-0005,SUB-HIST,20.2,A,True,SCH-001
STU-2026-0011,EXM-0005,SUB-HIST,22.6,A+,True,SCH-001
STU-2026-0012,EXM-0005,SUB-HIST,22.8,A+,True,SCH-001
STU-2026-0013,EXM-0005,SUB-HIST,21.2,A,True,SCH-001
STU-2026-0014,EXM-0005,SUB-HIST,19.6,B,True,SCH-001
STU-2026-0015,EXM-0005,SUB-HIST,22.3,A,True,SCH-001
STU-2026-0016,EXM-0005,SUB-HIST,15.5,C,True,SCH-001
STU-2026-0017,EXM-0005,SUB-HIST,19.5,B,True,SCH-001
STU-2026-0018,EXM-0005,SUB-HIST,23.6,A+,True,SCH-001
STU-2026-0019,EXM-0005,SUB-HIST,14.5,D,True,SCH-001
STU-2026-0020,EXM-0005,SUB-HIST,16.3,C,True,SCH-001
STU-2026-0021,EXM-0005,SUB-HIST,10.6,F,True,SCH-001
STU-2026-0022,EXM-0005,SUB-HIST,17.0,C,True,SCH-001
STU-2026-0023,EXM-0005,SUB-HIST,18.3,B,True,SCH-001
STU-2026-0024,EXM-0005,SUB-HIST,17.8,B,True,SCH-001
STU-2026-0025,EXM-0005,SUB-HIST,21.8,A,True,SCH-001
STU-2026-0026,EXM-0005,SUB-HIST,20.2,A,True,SCH-001
STU-2026-0027,EXM-0005,SUB-HIST,17.1,C,True,SCH-001
STU-2026-0028,EXM-0005,SUB-HIST,14.5,D,True,SCH-001
STU-2026-0029,EXM-0005,SUB-HIST,17.5,B,True,SCH-001
STU-2026-0030,EXM-0005,SUB-HIST,21.8,A,True,SCH-001
STU-2026-0031,EXM-0005,SUB-HIST,18.0,B,True,SCH-001
STU-2026-0032,EXM-0005,SUB-HIST,15.7,C,True,SCH-001
STU-2026-0033,EXM-0005,SUB-HIST,23.9,A+,True,SCH-001
STU-2026-0034,EXM-0005,SUB-HIST,20.3,A,True,SCH-001
STU-2026-0035,EXM-0005,SUB-HIST,21.2,A,True,SCH-001
STU-2026-0036,EXM-0005,SUB-HIST,20.4,A,True,SCH-001
STU-2026-0037,EXM-0005,SUB-HIST,17.4,C,True,SCH-001
STU-2026-0038,EXM-0005,SUB-HIST,18.9,B,True,SCH-001
STU-2026-0039,EXM-0005,SUB-HIST,15.9,C,True,SCH-001
STU-2026-0040,EXM-0005,SUB-HIST,15.2,C,True,SCH-001
STU-2026-0041,EXM-0005,SUB-HIST,19.8,B,True,SCH-001
STU-2026-0042,EXM-0005,SUB-HIST,20.6,A,True,SCH-001
STU-2026-0043,EXM-0005,SUB-HIST,19.5,B,True,SCH-001
STU-2026-0044,EXM-0005,SUB-HIST,11.5,F,True,SCH-001
STU-2026-0045,EXM-0005,SUB-HIST,20.2,A,True,SCH-001
STU-2026-0046,EXM-0005,SUB-HIST,14.7,D,True,SCH-001
STU-2026-0047,EXM-0005,SUB-HIST,18.4,B,True,SCH-001
STU-2026-0048,EXM-0005,SUB-HIST,20.4,A,True,SCH-001
STU-2026-0049,EXM-0005,SUB-HIST,22.8,A+,True,SCH-001
STU-2026-0050,EXM-0005,SUB-HIST,18.4,B,True,SCH-001
STU-2026-0051,EXM-0005,SUB-HIST,21.5,A,True,SCH-001
STU-2026-0052,EXM-0005,SUB-HIST,19.5,B,True,SCH-001
STU-2026-0053,EXM-0005,SUB-HIST,19.2,B,True,SCH-001
STU-2026-0054,EXM-0005,SUB-HIST,11.0,F,True,SCH-001
STU-2026-0055,EXM-0005,SUB-HIST,23.2,A+,True,SCH-001
STU-2026-0056,EXM-0005,SUB-HIST,21.3,A,True,SCH-001
STU-2026-0057,EXM-0005,SUB-HIST,12.4,F,True,SCH-001
STU-2026-0058,EXM-0005,SUB-HIST,18.0,B,True,SCH-001
STU-2026-0059,EXM-0005,SUB-HIST,21.1,A,True,SCH-001
STU-2026-0060,EXM-0005,SUB-HIST,18.0,B,True,SCH-001
STU-2026-0061,EXM-0005,SUB-HIST,18.8,B,True,SCH-001
STU-2026-0062,EXM-0005,SUB-HIST,20.0,A,True,SCH-001
STU-2026-0063,EXM-0005,SUB-HIST,16.9,C,True,SCH-001
STU-2026-0064,EXM-0005,SUB-HIST,17.0,C,True,SCH-001
STU-2026-0065,EXM-0005,SUB-HIST,15.9,C,True,SCH-001
STU-2026-0066,EXM-0005,SUB-HIST,18.4,B,True,SCH-001
STU-2026-0067,EXM-0006,SUB-MATH,14.3,D,True,SCH-001
STU-2026-0068,EXM-0006,SUB-MATH,22.8,A+,True,SCH-001
STU-2026-0069,EXM-0006,SUB-MATH,14.5,D,True,SCH-001
STU-2026-0070,EXM-0006,SUB-MATH,20.7,A,True,SCH-001
STU-2026-0071,EXM-0006,SUB-MATH,18.4,B,True,SCH-001
STU-2026-0072,EXM-0006,SUB-MATH,16.8,C,True,SCH-001
STU-2026-0073,EXM-0006,SUB-MATH,19.7,B,True,SCH-001
STU-2026-0074,EXM-0006,SUB-MATH,21.9,A,True,SCH-001
STU-2026-0075,EXM-0006,SUB-MATH,20.1,A,True,SCH-001
STU-2026-0076,EXM-0006,SUB-MATH,18.1,B,True,SCH-001
STU-2026-0077,EXM-0006,SUB-MATH,22.2,A,True,SCH-001
STU-2026-0078,EXM-0006,SUB-MATH,18.1,B,True,SCH-001
STU-2026-0079,EXM-0006,SUB-MATH,17.2,C,True,SCH-001
STU-2026-0080,EXM-0006,SUB-MATH,21.0,A,True,SCH-001
STU-2026-0081,EXM-0006,SUB-MATH,20.0,A,True,SCH-001
STU-2026-0082,EXM-0006,SUB-MATH,17.4,C,True,SCH-001
STU-2026-0083,EXM-0006,SUB-MATH,21.5,A,True,SCH-001
STU-2026-0084,EXM-0006,SUB-MATH,23.0,A+,True,SCH-001
STU-2026-0085,EXM-0006,SUB-MATH,22.1,A,True,SCH-001
STU-2026-0086,EXM-0006,SUB-MATH,13.4,D,True,SCH-001
STU-2026-0087,EXM-0006,SUB-MATH,23.8,A+,True,SCH-001
STU-2026-0088,EXM-0006,SUB-MATH,13.8,D,True,SCH-001
STU-2026-0089,EXM-0006,SUB-MATH,15.6,C,True,SCH-001
STU-2026-0090,EXM-0006,SUB-MATH,18.4,B,True,SCH-001
STU-2026-0091,EXM-0006,SUB-MATH,17.1,C,True,SCH-001
STU-2026-0092,EXM-0006,SUB-MATH,16.5,C,True,SCH-001
STU-2026-0093,EXM-0006,SUB-MATH,16.4,C,True,SCH-001
STU-2026-0094,EXM-0006,SUB-MATH,22.6,A+,True,SCH-001
STU-2026-0095,EXM-0006,SUB-MATH,18.2,B,True,SCH-001
STU-2026-0096,EXM-0006,SUB-MATH,17.9,B,True,SCH-001
STU-2026-0097,EXM-0006,SUB-MATH,13.2,D,True,SCH-001
STU-2026-0098,EXM-0006,SUB-MATH,22.1,A,True,SCH-001
STU-2026-0099,EXM-0006,SUB-MATH,24.1,A+,True,SCH-001
STU-2026-0100,EXM-0006,SUB-MATH,15.4,C,True,SCH-001
