busId,timestamp,latitude,longitude,speed,heading,eventType,deviation_meters,is_anomaly,anomaly_type
BUS-001,2025-11-10T07:43:00Z,28.567112,77.405973,28.2,154.6,location,4.2,0,normal
BUS-001,2025-11-10T07:44:00Z,28.567474,77.405181,37.8,156.1,location,5.0,0,normal
BUS-001,2025-11-10T07:45:00Z,28.567842,77.404329,36.9,157.6,location,6.3,0,normal
BUS-001,2025-11-10T07:46:00Z,28.56817,77.403475,34.9,159.1,location,12.4,0,normal
BUS-001,2025-11-10T07:47:00Z,28.56845,77.40255,34.6,160.6,location,9.6,0,normal
BUS-001,2025-11-10T07:48:00Z,28.568796,77.401786,35.5,162.2,location,10.6,0,normal
BUS-001,2025-11-10T07:49:00Z,28.569067,77.400772,50.0,163.7,location,11.4,0,normal
BUS-001,2025-11-10T07:50:00Z,28.569372,77.400026,38.4,165.2,location,3.3,0,normal
BUS-001,2025-11-10T07:51:00Z,28.569538,77.398995,34.2,166.7,location,5.5,0,normal
BUS-001,2025-11-10T07:52:00Z,28.569724,77.398227,36.8,168.2,location,2.5,0,normal
BUS-001,2025-11-10T07:53:00Z,28.569947,77.397294,31.6,169.7,location,7.3,0,normal
BUS-001,2025-11-10T07:54:00Z,28.57011,77.396347,29.0,171.2,location,1.5,0,normal
BUS-001,2025-11-10T07:55:00Z,28.57021,77.395475,32.2,172.7,location,13.0,0,normal
BUS-001,2025-11-10T07:56:00Z,28.570296,77.394583,35.4,174.2,location,10.2,0,normal
BUS-001,2025-11-10T07:57:00Z,28.570364,77.393623,52.0,175.7,location,3.8,0,normal
BUS-001,2025-11-10T07:58:00Z,28.570381,77.392683,28.3,177.2,location,5.2,0,normal
BUS-001,2025-11-10T07:59:00Z,28.570538,77.391823,33.9,178.7,location,9.5,0,normal
BUS-001,2025-11-10T08:00:00Z,28.570441,77.390873,31.8,180.2,location,10.2,0,normal
BUS-001,2025-11-10T08:01:00Z,28.570513,77.389855,39.4,181.7,location,17.2,0,normal
BUS-001,2025-11-10T08:02:00Z,28.570311,77.389082,37.8,183.2,location,10.0,0,normal
BUS-001,2025-11-10T08:03:00Z,28.570419,77.3881,39.6,184.7,location,9.0,0,normal
BUS-001,2025-11-10T08:04:00Z,28.570258,77.387204,32.1,186.2,location,8.5,0,normal
BUS-001,2025-11-10T08:05:00Z,28.57017,77.386292,32.9,187.7,location,12.0,0,normal
BUS-001,2025-11-10T08:06:00Z,28.570032,77.385428,37.2,189.2,location,8.8,0,normal
BUS-001,2025-11-10T08:07:00Z,28.569899,77.384549,41.8,190.7,location,9.5,0,normal
BUS-001,2025-11-10T08:08:00Z,28.569634,77.38357,38.7,192.2,location,4.4,0,normal
BUS-001,2025-11-10T08:09:00Z,28.569423,77.382694,43.5,193.7,location,6.2,0,normal
BUS-001,2025-11-10T08:10:00Z,28.56928,77.381804,26.0,195.2,location,11.0,0,normal
BUS-001,2025-11-10T08:11:00Z,28.569058,77.380904,32.5,196.7,location,8.3,0,normal
BUS-001,2025-11-10T08:12:00Z,28.568734,77.380045,36.8,198.2,location,4.1,0,normal
BUS-001,2025-11-10T08:13:00Z,28.568547,77.379222,39.3,199.7,location,9.5,0,normal
BUS-001,2025-11-10T08:14:00Z,28.568078,77.378341,39.0,201.2,location,10.3,0,normal
BUS-001,2025-11-10T08:15:00Z,28.56778,77.377436,46.4,202.7,location,8.5,0,normal
BUS-001,2025-11-10T08:16:00Z,28.567502,77.376622,24.5,204.2,location,3.2,0,normal
BUS-001,2025-11-10T08:17:00Z,28.566955,77.375745,41.7,205.7,location,3.9,0,normal
BUS-001,2025-11-10T08:18:00Z,28.56662,77.374978,26.6,207.2,location,11.1,0,normal
BUS-001,2025-11-10T08:19:00Z,28.566191,77.374149,26.6,208.7,location,7.9,0,normal
BUS-001,2025-11-10T08:20:00Z,28.565698,77.373299,36.9,210.3,location,1.5,0,normal
BUS-001,2025-11-10T08:21:00Z,28.565227,77.372619,39.0,211.8,location,12.6,0,normal
BUS-001,2025-11-10T08:22:00Z,28.564787,77.371865,30.8,213.3,location,1.4,0,normal
BUS-001,2025-11-10T08:23:00Z,28.564282,77.371021,29.1,214.8,location,9.1,0,normal
BUS-001,2025-11-10T08:24:00Z,28.563721,77.37028,46.9,216.3,location,12.6,0,normal
BUS-001,2025-11-10T08:25:00Z,28.563194,77.369531,33.1,217.8,location,9.1,0,normal
BUS-001,2025-11-10T08:26:00Z,28.562602,77.368826,28.5,219.3,location,7.2,0,normal
BUS-001,2025-11-10T08:27:00Z,28.561914,77.368105,33.3,220.8,location,7.5,0,normal
BUS-001,2025-11-10T08:28:00Z,28.561474,77.367532,40.2,222.3,location,9.8,0,normal
BUS-001,2025-11-10T08:29:00Z,28.560792,77.366744,34.1,223.8,location,1.3,0,normal
BUS-001,2025-11-10T08:30:00Z,28.560195,77.366173,33.1,225.3,location,5.6,0,normal
BUS-001,2025-11-10T08:31:00Z,28.559453,77.365372,0.0,226.8,stop,10.0,0,normal
BUS-001,2025-11-10T08:32:00Z,28.55883,77.364902,9.9,228.3,location,0.8,0,normal
BUS-001,2025-11-10T08:33:00Z,28.5582,77.364246,0.0,229.8,stop,5.5,0,normal
BUS-001,2025-11-10T08:34:00Z,28.557443,77.363688,0.0,231.3,stop,10.7,0,normal
BUS-001,2025-11-10T08:35:00Z,28.556692,77.363127,0.0,232.8,stop,1.7,0,normal
BUS-001,2025-11-10T08:36:00Z,28.555912,77.362577,0.0,234.3,stop,3.4,0,normal
BUS-001,2025-11-10T08:37:00Z,28.555134,77.362122,0.0,235.8,stop,4.8,0,normal
BUS-001,2025-11-10T08:38:00Z,28.554421,77.361481,0.0,237.3,stop,8.0,0,normal
BUS-001,2025-11-10T08:39:00Z,28.553585,77.361033,0.0,238.8,stop,12.2,0,normal
BUS-001,2025-11-10T08:40:00Z,28.552862,77.360632,0.0,240.3,stop,10.6,0,normal
BUS-001,2025-11-10T08:41:00Z,28.552017,77.360181,0.0,241.8,stop,12.5,0,normal
BUS-001,2025-11-10T08:42:00Z,28.551192,77.359741,0.0,243.3,stop,6.0,0,normal
BUS-001,2025-11-10T08:43:00Z,28.550336,77.359351,0.0,244.8,stop,5.2,0,normal
BUS-001,2025-11-10T08:44:00Z,28.549581,77.358979,0.0,246.3,stop,10.6,0,normal
BUS-001,2025-11-10T08:45:00Z,28.548679,77.358543,0.0,247.8,stop,0.3,0,normal
BUS-001,2025-11-10T08:46:00Z,28.547865,77.358379,0.0,249.3,stop,9.4,0,normal
BUS-001,2025-11-10T08:47:00Z,28.547038,77.357887,0.0,250.8,stop,7.7,0,normal
BUS-001,2025-11-10T08:48:00Z,28.546111,77.357675,0.0,252.3,stop,3.8,0,normal
BUS-001,2025-11-10T08:49:00Z,28.545193,77.357375,0.0,253.8,stop,4.3,0,normal
BUS-001,2025-11-10T08:50:00Z,28.544365,77.357158,0.0,255.3,stop,8.4,0,normal
BUS-001,2025-11-10T08:51:00Z,28.543452,77.356881,10.5,256.8,location,6.0,0,normal
BUS-001,2025-11-10T08:52:00Z,28.54257,77.356728,0.0,258.4,stop,0.7,0,normal
BUS-001,2025-11-10T08:53:00Z,28.541653,77.356522,0.0,259.9,stop,4.7,0,normal
BUS-001,2025-11-10T08:54:00Z,28.540728,77.356335,0.0,261.4,stop,11.7,0,normal
BUS-001,2025-11-10T08:55:00Z,28.539841,77.356196,0.0,262.9,stop,12.8,0,normal
BUS-001,2025-11-10T08:56:00Z,28.538926,77.356123,0.0,264.4,stop,10.0,0,normal
BUS-001,2025-11-10T08:57:00Z,28.538065,77.356086,0.0,265.9,stop,9.8,0,normal
BUS-001,2025-11-10T08:58:00Z,28.537093,77.356013,0.0,267.4,stop,9.3,0,normal
BUS-001,2025-11-10T08:59:00Z,28.536242,77.356013,0.0,268.9,stop,4.9,0,normal
BUS-001,2025-11-10T09:00:00Z,28.535158,77.35594,0.0,270.4,stop,6.8,0,normal
BUS-001,2025-11-10T09:01:00Z,28.534386,77.356102,0.0,271.9,stop,7.5,0,normal
BUS-001,2025-11-10T09:02:00Z,28.533376,77.356003,0.0,273.4,stop,7.3,0,normal
BUS-001,2025-11-10T09:03:00Z,28.532529,77.356092,0.0,274.9,stop,11.8,0,normal
BUS-001,2025-11-10T09:04:00Z,28.531619,77.356148,0.0,276.4,stop,9.9,0,normal
BUS-001,2025-11-10T09:05:00Z,28.530738,77.356325,0.0,277.9,stop,5.6,0,normal
BUS-001,2025-11-10T09:06:00Z,28.529761,77.356549,0.0,279.4,stop,1.9,0,normal
BUS-001,2025-11-10T09:07:00Z,28.528818,77.35655,0.0,280.9,stop,15.4,0,normal
BUS-001,2025-11-10T09:08:00Z,28.528023,77.356857,0.0,282.4,stop,13.3,0,normal
BUS-001,2025-11-10T09:09:00Z,28.527099,77.356994,0.0,283.9,stop,6.7,0,normal
BUS-001,2025-11-10T09:10:00Z,28.526224,77.357311,0.0,285.4,stop,11.8,0,normal
BUS-001,2025-11-10T09:11:00Z,28.525306,77.357399,0.0,286.9,stop,11.1,0,normal
BUS-001,2025-11-10T09:12:00Z,28.524376,77.357819,0.0,288.4,stop,9.0,0,normal
BUS-001,2025-11-10T09:13:00Z,28.523638,77.358177,0.0,289.9,stop,5.9,0,normal
BUS-001,2025-11-10T09:14:00Z,28.522686,77.358511,0.0,291.4,stop,6.3,0,normal
BUS-001,2025-11-10T09:15:00Z,28.521938,77.358708,0.0,292.9,stop,10.7,0,normal
BUS-001,2025-11-10T09:16:00Z,28.521017,77.359248,6.2,294.4,location,8.0,0,normal
BUS-001,2025-11-10T09:17:00Z,28.520226,77.359545,0.0,295.9,stop,6.0,0,normal
BUS-001,2025-11-10T09:18:00Z,28.519389,77.359924,0.0,297.4,stop,3.1,0,normal
BUS-001,2025-11-10T09:19:00Z,28.518504,77.360384,0.0,298.9,stop,4.3,0,normal
BUS-001,2025-11-10T09:20:00Z,28.517857,77.36087,0.0,300.4,stop,10.4,0,normal
BUS-001,2025-11-10T09:21:00Z,28.517027,77.361275,0.0,301.9,stop,16.3,0,normal
BUS-001,2025-11-10T09:22:00Z,28.516303,77.361778,0.0,303.4,stop,3.9,0,normal
BUS-001,2025-11-10T09:23:00Z,28.515454,77.36233,0.0,304.9,stop,8.2,0,normal
BUS-001,2025-11-10T09:24:00Z,28.514667,77.362829,8.7,306.5,location,9.7,0,normal
BUS-001,2025-11-10T09:25:00Z,28.513929,77.363387,0.0,308.0,stop,10.2,0,normal
BUS-001,2025-11-10T09:26:00Z,28.513211,77.363982,0.0,309.5,stop,5.3,0,normal
BUS-001,2025-11-10T09:27:00Z,28.512547,77.36461,0.0,311.0,stop,11.8,0,normal
BUS-001,2025-11-10T09:28:00Z,28.511823,77.365277,6.0,312.5,location,9.1,0,normal
BUS-001,2025-11-10T09:29:00Z,28.511334,77.365844,0.0,314.0,stop,5.1,0,normal
BUS-001,2025-11-10T09:30:00Z,28.510613,77.366511,0.0,315.5,stop,8.3,0,normal
BUS-001,2025-11-10T09:31:00Z,28.509987,77.367129,0.0,317.0,stop,4.6,0,normal
BUS-001,2025-11-10T09:32:00Z,28.509243,77.367772,0.0,318.5,stop,6.5,0,normal
BUS-001,2025-11-10T09:33:00Z,28.508688,77.368556,0.0,320.0,stop,1.8,0,normal
BUS-001,2025-11-10T09:34:00Z,28.508023,77.369215,0.0,321.5,stop,7.8,0,normal
BUS-001,2025-11-10T09:35:00Z,28.507507,77.369877,0.0,323.0,stop,1.1,0,normal
BUS-001,2025-11-10T09:36:00Z,28.50704,77.370668,0.0,324.5,stop,3.8,0,normal
BUS-001,2025-11-10T09:37:00Z,28.506568,77.371332,0.0,326.0,stop,14.2,0,normal
BUS-001,2025-11-10T09:38:00Z,28.505983,77.372146,0.0,327.5,stop,4.3,0,normal
BUS-001,2025-11-10T09:39:00Z,28.505559,77.372975,0.0,329.0,stop,3.6,0,normal
BUS-001,2025-11-10T09:40:00Z,28.505028,77.373779,0.0,330.5,stop,4.0,0,normal
BUS-001,2025-11-10T09:41:00Z,28.504626,77.374578,0.0,332.0,stop,8.2,0,normal
BUS-001,2025-11-10T09:42:00Z,28.504247,77.375452,0.0,333.5,stop,8.0,0,normal
BUS-001,2025-11-10T09:43:00Z,28.503727,77.3762,0.0,335.0,stop,10.2,0,normal
BUS-001,2025-11-10T09:44:00Z,28.503435,77.377085,0.0,336.5,stop,4.8,0,normal
BUS-001,2025-11-10T09:45:00Z,28.503032,77.377928,0.0,338.0,stop,9.8,0,normal
BUS-001,2025-11-10T09:46:00Z,28.502674,77.378756,0.0,339.5,stop,0.2,0,normal
BUS-001,2025-11-10T09:47:00Z,28.502466,77.37966,0.0,341.0,stop,11.6,0,normal
BUS-001,2025-11-10T09:48:00Z,28.502159,77.380506,0.0,342.5,stop,11.8,0,normal
BUS-001,2025-11-10T09:49:00Z,28.501919,77.381282,0.0,344.0,stop,10.5,0,normal
BUS-001,2025-11-10T09:50:00Z,28.501541,77.382197,0.0,345.5,stop,9.5,0,normal
BUS-001,2025-11-10T09:51:00Z,28.50138,77.383118,0.0,347.0,stop,4.4,0,normal
BUS-001,2025-11-10T09:52:00Z,28.501178,77.384056,0.0,348.5,stop,12.8,0,normal
BUS-001,2025-11-10T09:53:00Z,28.501026,77.384935,0.0,350.0,stop,11.1,0,normal
BUS-001,2025-11-10T09:54:00Z,28.500868,77.385864,0.0,351.5,stop,8.7,0,normal
BUS-001,2025-11-10T09:55:00Z,28.500796,77.386796,0.0,353.0,stop,10.2,0,normal
BUS-001,2025-11-10T09:56:00Z,28.500609,77.387695,0.0,354.6,stop,6.2,0,normal
BUS-001,2025-11-10T09:57:00Z,28.500562,77.388546,0.0,356.1,stop,16.8,0,normal
BUS-001,2025-11-10T09:58:00Z,28.500485,77.389451,0.0,357.6,stop,0.6,0,normal
BUS-001,2025-11-10T09:59:00Z,28.500473,77.390379,0.0,359.1,stop,11.0,0,normal
BUS-001,2025-11-10T10:00:00Z,28.500512,77.391444,0.0,0.6,stop,10.4,0,normal
BUS-001,2025-11-10T10:01:00Z,28.500498,77.392293,0.0,2.1,stop,14.0,0,normal
BUS-001,2025-11-10T10:02:00Z,28.500639,77.393194,8.5,3.6,location,9.3,0,normal
BUS-001,2025-11-10T10:03:00Z,28.500701,77.394082,0.0,5.1,stop,4.4,0,normal
BUS-001,2025-11-10T10:04:00Z,28.500736,77.395006,0.0,6.6,stop,11.4,0,normal
BUS-001,2025-11-10T10:05:00Z,28.500884,77.395954,0.0,8.1,stop,2.5,0,normal
BUS-001,2025-11-10T10:06:00Z,28.500886,77.396796,0.0,9.6,stop,10.4,0,normal
BUS-001,2025-11-10T10:07:00Z,28.501162,77.397735,0.0,11.1,stop,5.6,0,normal
BUS-001,2025-11-10T10:08:00Z,28.501376,77.398549,0.0,12.6,stop,12.8,0,normal
BUS-001,2025-11-10T10:09:00Z,28.501566,77.399519,7.4,14.1,location,8.2,0,normal
BUS-001,2025-11-10T10:10:00Z,28.50168,77.400402,0.0,15.6,stop,12.7,0,normal
BUS-001,2025-11-10T10:11:00Z,28.502053,77.401281,0.0,17.1,stop,6.6,0,normal
BUS-001,2025-11-10T10:12:00Z,28.502185,77.402114,0.0,18.6,stop,13.3,0,normal
BUS-001,2025-11-10T10:13:00Z,28.502509,77.403032,0.0,20.1,stop,3.7,0,normal
BUS-001,2025-11-10T10:14:00Z,28.502981,77.403844,0.0,21.6,stop,0.9,0,normal
BUS-001,2025-11-10T10:15:00Z,28.50336,77.404751,0.0,23.1,stop,18.1,0,normal
BUS-001,2025-11-10T10:16:00Z,28.503685,77.405619,0.0,24.6,stop,13.7,0,normal
BUS-001,2025-11-10T10:17:00Z,28.504035,77.40642,0.0,26.1,stop,15.6,0,normal
BUS-001,2025-11-10T10:18:00Z,28.504504,77.407291,0.0,27.6,stop,3.2,0,normal
BUS-001,2025-11-10T10:19:00Z,28.504965,77.408006,10.4,29.1,location,11.2,0,normal
BUS-001,2025-11-10T10:20:00Z,28.50539,77.408825,0.0,30.6,stop,3.6,0,normal
BUS-001,2025-11-10T10:21:00Z,28.505825,77.409576,0.0,32.1,stop,7.2,0,normal
BUS-001,2025-11-10T10:22:00Z,28.506358,77.410424,0.0,33.6,stop,6.5,0,normal
BUS-001,2025-11-10T10:23:00Z,28.50682,77.411181,0.0,35.1,stop,13.6,0,normal
BUS-001,2025-11-10T10:24:00Z,28.507432,77.411871,9.1,36.6,location,2.1,0,normal
BUS-001,2025-11-10T10:25:00Z,28.508107,77.412542,0.0,38.1,stop,3.6,0,normal
BUS-001,2025-11-10T10:26:00Z,28.508504,77.413291,0.0,39.6,stop,8.5,0,normal
BUS-001,2025-11-10T10:27:00Z,28.509135,77.414098,0.0,41.1,stop,10.7,0,normal
BUS-001,2025-11-10T10:28:00Z,28.509744,77.414634,0.0,42.7,stop,3.8,0,normal
BUS-001,2025-11-10T10:29:00Z,28.510499,77.415382,6.4,44.2,location,8.2,0,normal
BUS-001,2025-11-10T10:30:00Z,28.511042,77.416078,0.0,45.7,stop,1.5,0,normal
BUS-001,2025-11-10T10:31:00Z,28.511695,77.416589,0.0,47.2,stop,7.6,0,normal
BUS-001,2025-11-10T10:32:00Z,28.512365,77.417283,0.0,48.7,stop,10.0,0,normal
BUS-001,2025-11-10T10:33:00Z,28.512944,77.417858,0.0,50.2,stop,1.3,0,normal
BUS-001,2025-11-10T10:34:00Z,28.513817,77.418482,0.0,51.7,stop,11.3,0,normal
BUS-001,2025-11-10T10:35:00Z,28.514506,77.418967,0.0,53.2,stop,5.6,0,normal
BUS-001,2025-11-10T10:36:00Z,28.515237,77.41955,0.0,54.7,stop,10.2,0,normal
BUS-001,2025-11-10T10:37:00Z,28.516064,77.420114,0.0,56.2,stop,8.1,0,normal
BUS-001,2025-11-10T10:38:00Z,28.51678,77.420584,0.0,57.7,stop,3.4,0,normal
BUS-001,2025-11-10T10:39:00Z,28.51757,77.421166,0.0,59.2,stop,9.7,0,normal
BUS-001,2025-11-10T10:40:00Z,28.51837,77.421539,0.0,60.7,stop,19.3,0,normal
BUS-001,2025-11-10T10:41:00Z,28.519169,77.421981,0.0,62.2,stop,6.5,0,normal
BUS-001,2025-11-10T10:42:00Z,28.520056,77.422447,0.0,63.7,stop,5.0,0,normal
BUS-001,2025-11-10T10:43:00Z,28.520847,77.422793,0.0,65.2,stop,11.4,0,normal
BUS-001,2025-11-10T10:44:00Z,28.521675,77.423027,0.0,66.7,stop,4.4,0,normal
BUS-001,2025-11-10T10:45:00Z,28.52242,77.423457,0.0,68.2,stop,8.8,0,normal
BUS-001,2025-11-10T10:46:00Z,28.523239,77.423823,0.0,69.7,stop,5.7,0,normal
BUS-001,2025-11-10T10:47:00Z,28.524265,77.424089,0.0,71.2,stop,5.6,0,normal
BUS-001,2025-11-10T10:48:00Z,28.525148,77.424366,0.0,72.7,stop,12.6,0,normal
BUS-001,2025-11-10T10:49:00Z,28.525983,77.424717,0.0,74.2,stop,12.1,0,normal
BUS-001,2025-11-10T10:50:00Z,28.526933,77.424883,0.0,75.7,stop,9.3,0,normal
BUS-001,2025-11-10T10:51:00Z,28.5277,77.425146,0.0,77.2,stop,1.6,0,normal
BUS-001,2025-11-10T10:52:00Z,28.52866,77.425292,0.0,78.7,stop,3.4,0,normal
BUS-001,2025-11-10T10:53:00Z,28.529596,77.425402,0.0,80.2,stop,6.0,0,normal
BUS-001,2025-11-10T10:54:00Z,28.530468,77.425577,10.9,81.7,location,8.3,0,normal
BUS-001,2025-11-10T10:55:00Z,28.531322,77.425744,0.0,83.2,stop,7.7,0,normal
BUS-001,2025-11-10T10:56:00Z,28.532258,77.425836,0.0,84.7,stop,6.7,0,normal
BUS-001,2025-11-10T10:57:00Z,28.53317,77.426047,0.0,86.2,stop,6.4,0,normal
BUS-001,2025-11-10T10:58:00Z,28.534043,77.425961,0.0,87.7,stop,8.5,0,normal
BUS-001,2025-11-10T10:59:00Z,28.535077,77.425978,0.0,89.2,stop,7.7,0,normal
BUS-001,2025-11-10T11:00:00Z,28.536048,77.425965,0.0,90.8,stop,11.6,0,normal
BUS-001,2025-11-10T11:01:00Z,28.536971,77.425899,0.0,92.3,stop,9.3,0,normal
BUS-001,2025-11-10T11:02:00Z,28.537804,77.425963,0.0,93.8,stop,7.8,0,normal
BUS-001,2025-11-10T11:03:00Z,28.538807,77.425895,0.0,95.3,stop,1.2,0,normal
BUS-001,2025-11-10T11:04:00Z,28.539664,77.425782,0.0,96.8,stop,6.8,0,normal
BUS-001,2025-11-10T11:05:00Z,28.540657,77.42566,0.0,98.3,stop,0.2,0,normal
BUS-001,2025-11-10T11:06:00Z,28.541419,77.42547,7.4,99.8,location,9.2,0,normal
BUS-001,2025-11-10T11:07:00Z,28.542345,77.425387,0.0,101.3,stop,1.4,0,normal
BUS-001,2025-11-10T11:08:00Z,28.543287,77.4252,0.0,102.8,stop,3.1,0,normal
BUS-001,2025-11-10T11:09:00Z,28.544179,77.42487,0.0,104.3,stop,14.3,0,normal
BUS-001,2025-11-10T11:10:00Z,28.544954,77.424707,0.0,105.8,stop,10.3,0,normal
BUS-001,2025-11-10T11:11:00Z,28.54591,77.424323,0.0,107.3,stop,8.0,0,normal
BUS-001,2025-11-10T11:12:00Z,28.546729,77.424127,0.0,108.8,stop,8.1,0,normal
BUS-001,2025-11-10T11:13:00Z,28.54767,77.423836,0.0,110.3,stop,2.4,0,normal
BUS-001,2025-11-10T11:14:00Z,28.548576,77.423556,0.0,111.8,stop,9.7,0,normal
BUS-001,2025-11-10T11:15:00Z,28.549298,77.423133,0.0,113.3,stop,3.4,0,normal
BUS-001,2025-11-10T11:16:00Z,28.550116,77.42277,0.0,114.8,stop,12.3,0,normal
BUS-001,2025-11-10T11:17:00Z,28.551029,77.422363,0.0,116.3,stop,6.8,0,normal
BUS-001,2025-11-10T11:18:00Z,28.551868,77.422008,0.0,117.8,stop,6.8,0,normal
BUS-001,2025-11-10T11:19:00Z,28.552636,77.421433,11.4,119.3,location,8.5,0,normal
BUS-001,2025-11-10T11:20:00Z,28.553476,77.421004,7.8,120.8,location,4.3,0,normal
BUS-001,2025-11-10T11:21:00Z,28.554284,77.420558,0.0,122.3,stop,6.6,0,normal
BUS-001,2025-11-10T11:22:00Z,28.554936,77.420047,0.0,123.8,stop,7.5,0,normal
BUS-001,2025-11-10T11:23:00Z,28.555737,77.419574,0.0,125.3,stop,12.5,0,normal
BUS-001,2025-11-10T11:24:00Z,28.556406,77.418942,0.0,126.8,stop,5.6,0,normal
BUS-001,2025-11-10T11:25:00Z,28.557166,77.418472,0.0,128.3,stop,16.1,0,normal
BUS-001,2025-11-10T11:26:00Z,28.557938,77.417881,9.2,129.8,location,5.5,0,normal
BUS-001,2025-11-10T11:27:00Z,28.558617,77.417268,0.0,131.3,stop,3.4,0,normal
BUS-001,2025-11-10T11:28:00Z,28.559347,77.416705,8.9,132.8,location,3.2,0,normal
BUS-001,2025-11-10T11:29:00Z,28.55993,77.416016,0.0,134.3,stop,8.7,0,normal
BUS-001,2025-11-10T11:30:00Z,28.560638,77.415418,0.0,135.8,stop,6.5,0,normal
BUS-001,2025-11-10T11:31:00Z,28.561353,77.414691,0.0,137.3,stop,9.7,0,normal
BUS-001,2025-11-10T11:32:00Z,28.561935,77.413948,0.0,138.9,stop,8.9,0,normal
BUS-001,2025-11-10T11:33:00Z,28.562438,77.413338,0.0,140.4,stop,2.0,0,normal
